"flag","nick_name","flavor_name","flavor_text",
"$EN_SPEEDY_W","ファスト","サーペント","素早く泳ぐ幼体｜ある説によると、この種のレブナントは、人間のレブナントから分離したものらしい。魚や川ヘビの死体がレブナント化したという説もある。",
"$EN_ARMORED SPEEDY","ファスト","シェルワーム","鎧を着けた素早い幼体｜硬い甲羅を発達させた、虫型レブナント。硬い殻は、死体を消化して形成した骨であるという説が一般的だ。",
"$EN_ARMORED_SPEEDY_W","ファスト","シェルサーペント","鎧を着けた素早く泳ぐ幼体｜硬い殻と泳ぐ能力が発達したレブナント。消化した骨や発する毒ガスは、強烈な臭い。",
"$EN_ATTACKER","ファイター","マッドグール","戦闘型レブナント｜通常よりも攻撃的なレブナント。通常、一人の敵を執拗に追いかけ回すのに対し、このタイプは視界に入るものすべてを攻撃する。",
"$EN_DARK ATTACKER","シャドーボクサー","ダークグール","戦闘型ダークレブナント｜下腹部に溜め込んだ濃く強烈なガスを毛穴から排出し、分厚い有毒な雲をつくって、己の全身を包み込む。その雲で姿を隠し、敵を混乱に陥れる。",
"$EN_ATTACKER_W","ファイター","リバーグール","戦闘型リバーレブナント｜川から浮かび上がり、水を飲もうとする人間を襲う、悪臭漂う死体。こうした死体は、奈落に星の数ほど存在するため、誰も川の水を飲むことはなく、水泳などもっての他である。",
"$EN_ARMORED ATTACKER","ファイター","狂った騎士","アーマーレブナント｜この戦死した騎士は、あくどく、強力。この世のものならぬ叫び声は、地下墓地と荒野に響き渡る。",
"$EN_RAPID_ATTACKER","ラピッドアタック","","",
"$EN_APC","スプリッター","おぞましき者","幼体の宿主｜このブヨブヨに太った死体は体を動かすのがやっとで、今にも破裂しそうである。歯で満たされた口が体中にある。あまりにも大きいので、ノックバックやモグモグは効かない。",
"$EN_APC_W","スプリッター","腐臭の死体","泳げる幼体の宿主｜腐った魚とドブ水と死体を足して3で割ったような悪臭がする。水に浮きやすく、今にも破裂しそうな外見をしている。",
"$EN_ARMORED APC","アーマースプリッター","シェルビースト","鎧を着けた幼体の宿主｜この種のレブナントの体は、消化された魚の塊と、それを保護する巨大な甲羅で構成されている。一説によると、全く骨が無いらしい。",
"$EN_DOUBLE APC","ダブルスプリッター","憎悪","スプリッターの幼体の宿主｜どういうわけか、この奇妙なモンスターは、無色であると同時にブヨブヨに太っている。",
"$EN_ARMORED RANGED ATTACKER","レンジ","スネークグール","遠距離型レブナント｜奈落では時折、体が溶け、形が歪むという不思議な現象が見られるが、目撃者の証言によると、目の無い「蛇男」にくさい胆汁を吐きかけられるとそうなるらしい。",
"$EN_RANGED ATTACKER","レンジ","スネークグール","遠距離型レブナント｜奈落では時折、体が溶け、形が歪むという不思議な現象が見られるが、目撃者の証言によると、目の無い「蛇男」にくさい胆汁を吐きかけられるとそうなるらしい。",
"$EN_RANGED ATTACKER_W","レンジ","リバースネークグール","遠距離型の泳げるレブナント｜奈落では時折、体が溶け、形が歪むという不思議な現象が見られるが、目撃者の証言によると、目の無い「蛇男」にくさい胆汁を吐きかけられるとそうなるらしい。",
"$EN_DARK","闇","ダークワーム","素早い闇の幼体｜分厚い黒い霧に覆われており、この虫を攻撃するのはほぼ不可能である。",
"$EN_BRUTE","タフ","デスワーム","タフなレブナントの幼体｜この青白い虫のような生き物は、動作が非常に遅い。もろい外膜の代わりに、がさがさした頑丈な皮膚を持っている。足はとても遅いが、容赦ないしつこい追跡で敵を倒す。",
"$EN_NORMAL_LOWXP","ノーマル","レブナント","蘇りし死体｜奈落では、死体が数日後に生き返ることがある。これらのモンスターは「レブナント」と呼ばれており、これは「帰りし者」を意味する。",
"$EN_CULTIST_LOWXP","カルト信者","カルト信者","変身した信者｜「ブラッドマッド教」は、血を抜いて治療することで知られるある遊牧民の宗派から始まった。ゲカ民族大量虐殺事件の生存者によると、彼らは「エズティル・テノク」を崇拝するようになった後、他の民族を攻撃するようになり、その信者はレブナントに変身できたそうだ。",
"$EN_ARMORED CULTIST_LOWXP","カルトプリースト","カルトプリースト","カルトの司祭｜「ブラッドマッド教」は、血を抜いて治療することで知られるある遊牧民の宗派から始まった。ゲカ民族大量虐殺事件の生存者によると、彼らは「エズティル・テノク」を崇拝するようになった後、他の民族を攻撃するようになり、その信者はレブナントに変身できたそうだ。",
"$EN_NORMAL_W_LOWXP","ノーマル","水辺の悪魔","泳げるレブナント｜この種のレブナントは、ねばねばとしたスライムを出し、自らの身を守ることができる。下腹部には毒ガスが入っているため、水に浮かぶことができる。",
"$EN_ARMORED_LOWXP","アーマード","堕ちた騎士","アーマーレブナント｜戦場で命を落とした、騎士のレブナント。生きていた頃の知性やスキルは全て失ったが、今でも鎧だけは持っている。",
"$EN_SPEEDY_LOWXP","ファスト","ワーム","レブナントの素早い幼体｜すばしっこい、虫のような姿をした生き物は、鋭い歯列を持っている。目撃者によると、膿にただれたブヨブヨのレブナントから飛び出してくるらしい。",
"$EN_SPEEDY_W_LOWXP","ファスト","サーペント","素早く泳ぐ幼体｜ある説によると、この種のレブナントは、人間のレブナントから分離したものらしい。魚や川ヘビの死体がレブナント化したという説もある。",
"$EN_ARMORED SPEEDY_LOWXP","ファスト","シェルワーム","鎧を身に着けた素早い幼体｜硬い甲羅を発達させた、虫型レブナント。硬い殻は、死体を消化して形成した骨であるという説が一般的だ。",
"$EN_ARMORED_SPEEDY_W_LOWXP","ファスト","シェルサーペント","鎧を身に着けた素早く泳ぐ幼体｜硬い殻と泳ぐ能力が発達したレブナント。消化した骨や発する毒ガスは、強烈な臭い。",
"$EN_ATTACKER_LOWXP","ファイター","マッドグール","戦闘型レブナント｜通常よりも攻撃的なレブナント。通常、一人の敵を執拗に追いかけ回すのに対し、このタイプは視界に入るものすべてを攻撃する。",
"$EN_DARK ATTACKER_LOWXP","シャドーボクサー","ダークグール","戦闘型ダークレブナント｜下腹部に溜め込んだ濃く強烈なガスを毛穴から排出し、分厚い有毒な雲をつくって、己の全身を包み込む。その雲で姿を隠し、敵を混乱に陥れる。",
"$EN_ATTACKER_W_LOWXP","ファイター","リバーグール","戦闘型リバーレブナント｜川から浮かび上がり、水を飲もうとする人間を襲う、悪臭漂う死体。こうした死体は、奈落に星の数ほど存在するため、誰も川の水を飲むことはなく、水泳などもっての他である。",
"$EN_ARMORED ATTACKER_LOWXP","ファイター","狂った騎士","アーマーレブナント｜戦死した騎士は、あくどく、強力。この世のものならぬ叫び声は、地下墓地と荒野に響き渡る。",
"$EN_RAPID_ATTACKER_LOWXP","ラピッドアタック","","",
"$EN_APC_LOWXP","スプリッター","おぞましき者","幼体の宿主｜このブヨブヨに太った死体は体を動かすのがやっとで、今にも破裂しそうである。歯で満たされた口が体中にある。あまりにも大きいので、ノックバックやモグモグは効かない。",
"$EN_APC_W_LOWXP","スプリッター","腐臭の死体","泳げる幼体の宿主｜腐った魚とドブ水と死体を足して3で割ったような悪臭がする。水に浮きやすく、今にも破裂しそうな外見をしている。",
"$EN_ARMORED APC_LOWXP","アーマースプリッター","シェルビースト","鎧を着けた幼体の宿主｜この種のレブナントの体は、消化された魚の塊と、それを保護する巨大な甲羅で構成されている。一説によると、全く骨が無いらしい。",
"$EN_DOUBLE APC_LOWXP","ダブルスプリッター","憎悪","引き裂き魔の幼体の宿主｜この奇妙なモンスターは、無色であると同時にブヨブヨに太っています。これは、どういうことなんでしょうか？",
"$EN_ARMORED RANGED ATTACKER_LOWXP","レンジ","スネークナイト","遠距離型レブナント｜奈落では時折、体が溶け、形が歪むという不思議な現象が見られるが、目撃者の証言によると、目の無い「蛇男」にくさい胆汁を吐きかけられるとそうなるらしい。",
"$EN_RANGED ATTACKER_LOWXP","レンジ","スネークグール","遠距離型レブナント｜奈落では時折、体が溶け、形が歪むという不思議な現象が見られるが、目撃者の証言によると、目の無い「蛇男」にくさい胆汁を吐きかけられるとそうなるらしい。",
"$EN_RANGED ATTACKER_W_LOWXP","レンジ","スネークグール","遠距離型レブナント｜奈落では時折、体が溶け、形が歪むという不思議な現象が見られるが、目撃者の証言によると、目の無い「蛇男」にくさい胆汁を吐きかけられるとそうなるらしい。",
"$EN_DARK_LOWXP","闇","ダークワーム","素早い闇の幼体｜分厚い黒い霧に覆われており、この虫を攻撃するのはほぼ不可能である。",
"$EN_BRUTE_LOWXP","タフ","デスワーム","タフなレブナントの幼体｜この青白い虫のような生き物は、動作が非常に遅い。もろい外膜の代わりに、がさがさした頑丈な皮膚を持っている。足はとても遅いが、容赦ないしつこい追跡で敵を倒す。",
"$EN_APC_NOATTACK_LOWXP","スプリッター","おぞましき者","幼体の宿主｜このブヨブヨに太った死体は体を動かすのがやっとで、今にも破裂しそうである。歯で満たされた口が体中にある。あまりにも大きいので、ノックバックやモグモグは効かない。",
"$EN_CULTIST_NOATTACK_LOWXP","カルト信者","カルト信者","変身した信者｜「ブラッドマッド教」は、ある遊牧民の宗派から始まった。その宗派は、瀉血をすることで知られる。「エズティル・テノク」を崇拝する単一神教に発展すると、信者たちは他の民族を攻撃するようになったという。これらの証言は、ゲカ民族大量虐殺事件を生き延びた人から得られたものであり、その信者はレブナントに変身できた、とも証言している。",
"$EN_ERROR","エラー","エラー","私はエラー｜これを読んでいるということは、誰かが敵データの箇所に誤植をしたのでしょう。これは、所望の敵が見つからない場合に我々が見せる敵です。",
"$EN_SHEEP","シープ","シープ","美味しいほ乳類｜ドラゴンは、何も食べなくても数年間は生きられる。しかし、子どもに餌を与える時は、たった１日で体重の数倍もの羊を消費してしまう。遊牧民の羊飼いと羊にとって、これは不愉快な事実である。",
"$EN_PSI SHEEP","シープ","シープ","美味しいほ乳類｜ドラゴンは、何も食べなくても数年間は生きられる。しかし、子どもに餌を与える時は、たった１日で体重の数倍もの羊を消費してしまう。遊牧民の羊飼いと羊にとって、これは不愉快な事実である。",
"$EN_SPEEDY SHEEP","スピードシープ","スピードシープ","素早く美味しいほ乳類｜羊の中には、俊足を活かして、奈落の過酷な環境に適応したものもいる。この速さではドラゴンから逃げられないが、少なくとも、他の羊を追い抜ける。",
"$EN_SUPER SHEEP","スーパーシープ","スーパーシープ","神秘の美味しいほ乳類｜ドラゴンの伝説は、アクシマ・ヴァッタ・ムタナクソーという稀少性の高い羊のことを秘密裡に伝えている。神聖なる聖典は、ドラゴンの到着時に行われる儀式について詳細に述べており、伝統的な学派はこの聖典を他の宗教書と結び付けているが、近年これは料理本の一種であることが明らかになっている。",
"$EN_OZIMAL","オジマル","オジマル・カズ","レブナントの奴隷｜ゼレミアのような魔法使いは、生きているものでさえ直接レブナントに変身させる能力があることで知られている。ただ、その呪文は、準備に時間がかかる。というのは、数日に渡って対象に毒を盛り続けなければならないのだ。主に崇拝者が謀反を起こした時のための「保険」として使われる。",
"$EN_TWIN","双子","双子","レブナントの兄弟｜ウガアア　ヤアアアッ　グアア　グアア　ハァ",
"$EN_3_11_BOSS","ボス","ボス","",
"$EN_RIGHT_INDEX_FINGER","人差し指","人差し指","恐るべき人差し指｜手から切り離されているが、自分の意思で動く。",
"$EN_RIGHT_THUMB","親指","親指","恐るべき親指｜手から切り離されているが、自分の意思で動く。",
"$EN_RIGHT_MIDDLE_FINGER","中指","中指","恐るべき中指｜手から切り離されているが、卑猥なジェスチャーをする。下品！",
"$EN_RIGHT_RING_FINGER","薬指","薬指","恐るべき薬指｜手から切り離されているが、自分の意思で動く。",
"$EN_RIGHT_PINKY_FINGER","小指","小指","恐るべき小指｜手から切り離されているが、自分の意思で動く。",
"$EN_RIGHT_EYE","エズティルの目","エズティルの目","恐るべき目｜この悪意に満ちた目は、闇のパワーで光を放ち、不自然なほど素早く動く。",
"$EN_RIGHT_HAND","エズティルの手","エズティルの手","恐るべき手｜カルトの指導者は、この怪物を「エズティル・テノクの右手」と呼んでいたが、エズティル・テノクについては不詳な点も多く、本当にエズティルの手なのか闇の魔術の産物なのかは判然としない。ただ、近くでじっくり観察すると、実は左手であり、極めて不吉な存在である。",
"$EN_FINGER","エズティルの指","エズティルの指","",
"$EN_ZELEMIR-CITADEL","ゼレミア","ゼレミア","黒魔術を使う魔法使い｜ゼレミアの目は、断固たる決意で怪しい光を放っている。",
"$EN_ZELEMIR","ゼレミア","ゼレミア","黒魔術を使う魔法使い｜ゼレミアの目は、断固たる決意で怪しい光を放っている。",
"$EN_HEALIE","ホイミン","ホイミン","秘密のボス｜説明",
"$EN_MEANIE","イジワル","イジワル","秘密のボス｜説明",
"$EN_STEALY","泥棒","泥棒","秘密のボス｜説明",
"$EN_CRAZY","クレイジー","クレイジー","秘密のボス｜説明",
"$EN_EZTLI","エズティル・テノク","エズティル・テノク","古代の伝説的な魔法使い｜長い眠りから覚めた、古代の魔法使い。エズティル・テノクは、かつて、自らを神の王と称し、この世界を支配していた。その権力と邪心に勝るとも劣らぬ忍耐力を持つ。",
