flag	content
$LINE_SECOND_BATTLE_30_TEXT	Qui sont ces gens ?
$LINE_SECOND_BATTLE_40_CHAR	$BER
$LINE_SECOND_BATTLE_40_TEXT	Nous devons filer d'ici, tout de suite.
$LINE_SECOND_BATTLE_50_CHAR	$MCG
$LINE_SECOND_BATTLE_50_TEXT	Mais ils ont besoin d'aide !
$LINE_SECOND_BATTLE_60_CHAR	$BER
$LINE_SECOND_BATTLE_60_TEXT	Ahaha ! Non.
$LINE_SECOND_BATTLE_70_CHAR	$MCG
$LINE_SECOND_BATTLE_70_TEXT	On ne peut pas les laisser comme ça !
$LINE_SECOND_BATTLE_80_CHAR	$BER
$LINE_SECOND_BATTLE_80_TEXT	Ils ont LA PESTE !
$LINE_SECOND_BATTLE_90_CHAR	$MCG
$LINE_SECOND_BATTLE_90_TEXT	Mais nous sommes immunisés tous les deux, non ?
$LINE_SECOND_BATTLE_100_CHAR	$BER
$LINE_SECOND_BATTLE_100_TEXT	Nous ne sommes pas immunisés contre le fait de nous faire bouffer le visage quand ils se transformeront.
$LINE_SECOND_BATTLE_110_CHAR	$MCG
$LINE_SECOND_BATTLE_110_TEXT	Transformeront ?
$LINE_SECOND_BATTLE_120_CHAR	GARDE DE CARAVANE DÉCÉDÉ
$LINE_SECOND_BATTLE_120_TEXT	Ohhh... AraaaaAAAAAAaaaaagggGGGGHHHH !
$LINE_SECOND_BATTLE_130_CHAR	$BER
$LINE_SECOND_BATTLE_130_TEXT	Comme ça.
$LINE_SECOND_BATTLE_140_CHAR	$BER
$LINE_SECOND_BATTLE_140_TEXT	Bon eh bien, ça m'aura fait plaisir de te connaître.
$LINE_SECOND_BATTLE_150_CHAR	$MCG
$LINE_SECOND_BATTLE_150_TEXT	Attendez !
$LINE_SECOND_BATTLE_160_CHAR	$BER
$LINE_SECOND_BATTLE_160_TEXT	...
$LINE_SECOND_BATTLE_170_CHAR	$BER
$LINE_SECOND_BATTLE_170_TEXT	Euh... Ça va ?
$SCENE_TALK_BERSERKER_TITLE	Piller les réserves
$LINE_TALK_BERSERKER_00_CHAR	$MCG
$LINE_TALK_BERSERKER_00_TEXT	Ces gens... Ils se sont transformés en monstres !
$LINE_TALK_BERSERKER_10_CHAR	$BER
$LINE_TALK_BERSERKER_10_TEXT	Tu es nouvelle dans la région ?
$LINE_TALK_BERSERKER_20_CHAR	$BER
$LINE_TALK_BERSERKER_20_TEXT	C'est ce qui arrive à ceux qui ne survivent pas à la peste.
$LINE_TALK_BERSERKER_30_CHAR	$MCG
$LINE_TALK_BERSERKER_30_TEXT	Nous nous sommes encore retrouvés dans cet endroit... Cet endroit à mi-chemin...
$LINE_TALK_BERSERKER_40_CHAR	$MCG
$LINE_TALK_BERSERKER_40_TEXT	Cet endroit est un truc de fou ! Je... Je dois partir d'ici !
$LINE_TALK_BERSERKER_50_CHAR	$BER
$LINE_TALK_BERSERKER_50_TEXT	Ça doit bien faire dix ans que les gens essayent de s'enfuir de la Fosse...
$LINE_TALK_BERSERKER_60_CHAR	$MCG
$LINE_TALK_BERSERKER_60_TEXT	Cette histoire dure depuis dix ans ?!
$LINE_TALK_BERSERKER_70_CHAR	$BER
$LINE_TALK_BERSERKER_70_TEXT	Laisse-moi deviner... Tu es de la capitale, c'est ça ?
$LINE_TALK_BERSERKER_80_CHAR	$MCG
$LINE_TALK_BERSERKER_80_TEXT	Je suis la bibliothécaire royale...
$LINE_TALK_BERSERKER_90_CHAR	$BER
$LINE_TALK_BERSERKER_90_TEXT	Bah voilà... Le Seigneur Régent étouffe soigneusement l'affaire...
$LINE_TALK_BERSERKER_100_CHAR	$BER
$LINE_TALK_BERSERKER_100_TEXT	Je parie que tu ne sais même pas que la guerre est finie.
$LINE_TALK_BERSERKER_110_CHAR	$MCG
$LINE_TALK_BERSERKER_110_TEXT	La guerre est finie ?! Mais les soldats... Les... Où sont donc envoyées toutes ces troupes ?
$LINE_TALK_BERSERKER_120_CHAR	$BER
$LINE_TALK_BERSERKER_120_TEXT	Oh hé ! Une peste qui transforme les gens en monstres ? Il faut mettre le paquet pour la contenir !
$LINE_TALK_BERSERKER_130_CHAR	$MCG
$LINE_TALK_BERSERKER_130_TEXT	Mais c'est... Je suis désolée, je... Je veux juste un bon livre et une bouteille... non, deux bouteilles de vin.
$LINE_TALK_BERSERKER_140_CHAR	$BER
$LINE_TALK_BERSERKER_140_TEXT	Hé, vois les choses du bon côté... Au moins, nous sommes débarrassés des Revenants.
$LINE_TALK_BERSERKER_150_CHAR	$BER
$LINE_TALK_BERSERKER_150_TEXT	Minute... On ne s'en est pas simplement débarrassés, ils sont MORTS !
$LINE_TALK_BERSERKER_160_CHAR	$BER
$LINE_TALK_BERSERKER_160_TEXT	Personne n'est jamais arrivé à faire ça !
$LINE_TALK_BERSERKER_170_CHAR	$MCG
$LINE_TALK_BERSERKER_170_TEXT	Quoi donc ?
$LINE_TALK_BERSERKER_180_CHAR	$BER
$LINE_TALK_BERSERKER_180_TEXT	Les Revenants ne meurent pas... Ou du moins, ils le ne faisaient pas jusqu'à maintenant !
$LINE_TALK_BERSERKER_190_CHAR	$BER
$LINE_TALK_BERSERKER_190_TEXT	Oh la vache, c'est vraiment mon jour de chance !
$LINE_TALK_BERSERKER_200_CHAR	$BER
$LINE_TALK_BERSERKER_200_TEXT	J'ai une nouvelle MEILLEURE AMIE qui a des pouvoirs magiques secrets !
$LINE_TALK_BERSERKER_210_CHAR	$BER
$LINE_TALK_BERSERKER_210_TEXT	ET une caravane non gardée qui déborde de richesses ! Nous sommes riches ! Riches !
$LINE_TALK_BERSERKER_220_CHAR	$BER
$LINE_TALK_BERSERKER_220_TEXT	Seraient-ce des chaussures ?
$SCENE_CAUGHT_BY_OZIMAL_TITLE	Arrêtés
$LINE_CAUGHT_BY_OZIMAL_00_CHAR	$MCG
$LINE_CAUGHT_BY_OZIMAL_00_TEXT	*$BER... Il n'y a que du bric-à-brac...
$LINE_CAUGHT_BY_OZIMAL_10_CHAR	GROS COSTAUD
$LINE_CAUGHT_BY_OZIMAL_10_TEXT	Des bandits. J'aurais dû m'en douter.
$LINE_CAUGHT_BY_OZIMAL_20_CHAR	$MCG
$LINE_CAUGHT_BY_OZIMAL_20_TEXT	Qui êtes-vous ?
$LINE_CAUGHT_BY_OZIMAL_30_CHAR	OZIMAL
$LINE_CAUGHT_BY_OZIMAL_30_TEXT	Je suis Ozimal Kaz, Seigneur de Guerre de la Fosse, et ce tribut m'appartient.
$LINE_CAUGHT_BY_OZIMAL_40_CHAR	$MCG
$LINE_CAUGHT_BY_OZIMAL_40_TEXT	Écoutez, je viens tout juste d'arriver, et je ne savais pas que...
$LINE_CAUGHT_BY_OZIMAL_50_CHAR	OZIMAL
$LINE_CAUGHT_BY_OZIMAL_50_TEXT	Gardes, jetez-moi ces infâmes voleurs dans le Colisée !
$LINE_CAUGHT_BY_OZIMAL_60_CHAR	OZIMAL
$LINE_CAUGHT_BY_OZIMAL_60_TEXT	Montrez-leur ce qui arrive à ceux qui osent voler Ozimal Kaz.
$SCENE_COLISEUM_INTRO_TITLE	Le Colisée
$LINE_COLISEUM_INTRO_00_CHAR	$MCG
$LINE_COLISEUM_INTRO_00_TEXT	Ça s'annonce mal...
$LINE_COLISEUM_INTRO_10_CHAR	PRISONNIER
$LINE_COLISEUM_INTRO_10_TEXT	C'est votre première exécution, je présume ?
$LINE_COLISEUM_INTRO_20_CHAR	$MCG
$LINE_COLISEUM_INTRO_20_TEXT	Exécution ?
$LINE_COLISEUM_INTRO_30_CHAR	PRISONNIER
$LINE_COLISEUM_INTRO_30_TEXT	Ouaip. Dans une seconde, ils vont ouvrir ces portes et une horde de monstres va débouler pour nous béqueter.
$LINE_COLISEUM_INTRO_40_CHAR	$MCG
$LINE_COLISEUM_INTRO_40_TEXT	Alors... Nous allons juste mourir ?
$LINE_COLISEUM_INTRO_50_CHAR	PRISONNIER
$LINE_COLISEUM_INTRO_50_TEXT	Ouaip. Bienvenue dans la Fosse.
$LINE_COLISEUM_INTRO_60_CHAR	PRISONNIER
$LINE_COLISEUM_INTRO_60_TEXT	Je ne sais pas pour vous, princesse, mais moi j'ai pas l'intention de crever sans me battre.
$LINE_COLISEUM_INTRO_70_CHAR	$MCG
$LINE_COLISEUM_INTRO_70_TEXT	*Attendez ! Quitte à mourir, nous devrions au moins faire les présentations. Je suis $MCG.
$LINE_COLISEUM_INTRO_80_CHAR	PRISONNIER
$LINE_COLISEUM_INTRO_80_TEXT	Enchanté. Je suis...
$SCENE_COLISEUM_OUTRO_TITLE	Contre toute attente
$LINE_COLISEUM_OUTRO_00_CHAR	GARDE
$LINE_COLISEUM_OUTRO_00_TEXT	Monseigneur ! Les Revenants sont morts !
$LINE_COLISEUM_OUTRO_10_CHAR	OZIMAL
$LINE_COLISEUM_OUTRO_10_TEXT	Impossible. Personne n'a jamais réussi à tuer un Revenant.
$LINE_COLISEUM_OUTRO_20_CHAR	GARDE
$LINE_COLISEUM_OUTRO_20_TEXT	C'est cette nouvelle fille... Je ne sais pas ce qu'elle a fait, mais les prisonniers sont vivants et tous les Revenants sont morts.
$LINE_COLISEUM_OUTRO_30_CHAR	OZIMAL
$LINE_COLISEUM_OUTRO_30_TEXT	Intéressant...
$LINE_COLISEUM_OUTRO_40_CHAR	OZIMAL
$LINE_COLISEUM_OUTRO_40_TEXT	Jetez-les en prison.
$LINE_COLISEUM_OUTRO_50_CHAR	GARDE
$LINE_COLISEUM_OUTRO_50_TEXT	Bien, monseigneur !
$LINE_COLISEUM_OUTRO_60_CHAR	OZIMAL
$LINE_COLISEUM_OUTRO_60_TEXT	Envoyez ensuite une lettre à notre ami le Collectionneur...
$LINE_COLISEUM_OUTRO_70_CHAR	OZIMAL
$LINE_COLISEUM_OUTRO_70_TEXT	Dites-lui que j'ai un nouvel article très intéressant à vendre.
$SCENE_OZIMAL_PRISON_TITLE	Derrière les barreaux
$LINE_OZIMAL_PRISON_00_CHAR	$RAN
$LINE_OZIMAL_PRISON_00_TEXT	Bon, qu'est-ce que vous avez fait ?
$LINE_OZIMAL_PRISON_10_CHAR	$RAN
$LINE_OZIMAL_PRISON_10_TEXT	J'ai eu l'impression que... mon cœur était tiré dans deux directions en même temps.
$LINE_OZIMAL_PRISON_20_CHAR	$MCG
$LINE_OZIMAL_PRISON_20_TEXT	Désolé, mais je ne sais pas vraiment... Tout ce que je sais, c'est que ça marche.
$LINE_OZIMAL_PRISON_30_CHAR	$MCG
$LINE_OZIMAL_PRISON_30_TEXT	Nous sommes en vie ! C'est tout de même important, non ?
$LINE_OZIMAL_PRISON_40_CHAR	$RAN
$LINE_OZIMAL_PRISON_40_TEXT	En vie, et sur le point de perdre la raison, ça c'est clair... Par les Dieux, j'aurais vraiment besoin de boire un coup...
$LINE_OZIMAL_PRISON_50_CHAR	$MCG
$LINE_OZIMAL_PRISON_50_TEXT	Ben comme ça, on est deux.
$LINE_OZIMAL_PRISON_60_CHAR	MYSTÉRIEUX ÉTRANGER
$LINE_OZIMAL_PRISON_60_TEXT	*Psst ! $MCG ! Par ici !
$LINE_OZIMAL_PRISON_70_CHAR	$MCG
$LINE_OZIMAL_PRISON_70_TEXT	Comment connaissez-vous mon nom ?
$LINE_OZIMAL_PRISON_80_CHAR	MYSTÉRIEUX ÉTRANGER
$LINE_OZIMAL_PRISON_80_TEXT	La garde ne va pas tarder à revenir ! Vous devez m'écouter si vous voulez avoir une chance de vous en sortir vivante !
$LINE_OZIMAL_PRISON_90_CHAR	$MCG
$LINE_OZIMAL_PRISON_90_TEXT	Qui êtes-vous ?
$LINE_OZIMAL_PRISON_100_CHAR	MYSTÉRIEUX ÉTRANGER
$LINE_OZIMAL_PRISON_100_TEXT	Un ami.
$LINE_OZIMAL_PRISON_110_CHAR	MYSTÉRIEUX ÉTRANGER
$LINE_OZIMAL_PRISON_110_TEXT	Écoutez-moi attentivement. Demain, Ozimal va essayer de vous vendre à un homme en rouge. Je ne peux pas laisser cela se produire !
$LINE_OZIMAL_PRISON_120_CHAR	$MCG
$LINE_OZIMAL_PRISON_120_TEXT	...
$LINE_OZIMAL_PRISON_130_CHAR	MYSTÉRIEUX ÉTRANGER
$LINE_OZIMAL_PRISON_130_TEXT	Il vous enverra à nouveau dans le Colisée pour faire une démonstration de vos talents.
$LINE_OZIMAL_PRISON_140_CHAR	$MCG
$LINE_OZIMAL_PRISON_140_TEXT	Comment savez-vous que...
$LINE_OZIMAL_PRISON_150_CHAR	MYSTÉRIEUX ÉTRANGER
$LINE_OZIMAL_PRISON_150_TEXT	Lorsque cela arrivera, je m'arrangerai pour créer une diversion. Vous devrez en profiter pour vous enfuir !
$LINE_OZIMAL_PRISON_160_CHAR	MYSTÉRIEUX ÉTRANGER
$LINE_OZIMAL_PRISON_160_TEXT	Prenez cette ferraille. Servez-vous-en pour soudoyer d'autres prisonniers afin d'obtenir leur aide. Vous devrez être prête demain !
$LINE_OZIMAL_PRISON_170_CHAR	$MCG
$LINE_OZIMAL_PRISON_170_TEXT	Pourquoi m'aidez-vous ?
$LINE_OZIMAL_PRISON_180_CHAR	MYSTÉRIEUX ÉTRANGER
$LINE_OZIMAL_PRISON_180_TEXT	Pour l'instant, il vaut mieux que vous ne le sachiez pas. Retrouvez-moi au Monastère. Je vous expliquerai tout là-bas.
$LINE_OZIMAL_PRISON_190_CHAR	$MCG
$LINE_OZIMAL_PRISON_190_TEXT	Bon, très bien...
$LINE_OZIMAL_PRISON_200_CHAR	MYSTÉRIEUX ÉTRANGER
$LINE_OZIMAL_PRISON_200_TEXT	*$MCG... Vous ne devez pas tomber entre ses mains !
$SCENE_COLISEUM_2_INTRO_TITLE	Une petite démonstration
$LINE_COLISEUM_2_INTRO_00_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_00_TEXT	Alors, honorable invité... Quoi de neuf dans le monde du dehors ?
$LINE_COLISEUM_2_INTRO_10_CHAR	HOMME EN ROUGE
$LINE_COLISEUM_2_INTRO_10_TEXT	La peste a totalement anéanti l'Empire de Quaid. Il ne reste rien, en dehors des terrifiantes hordes inhumaines des infectés.
$LINE_COLISEUM_2_INTRO_20_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_20_TEXT	Ah, voilà bien une chose dont nous pouvons nous réjouir.
$LINE_COLISEUM_2_INTRO_30_CHAR	HOMME EN ROUGE
$LINE_COLISEUM_2_INTRO_30_TEXT	La peste se répand désormais à travers le Royaume d'Ash. Si rien n'est fait, la maladie finira par accomplir ce que les armées de Quaid n'ont pas pu faire.
$LINE_COLISEUM_2_INTRO_40_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_40_TEXT	Bah... Tant que les Ashani paniqués continueront d'exiler leurs infectés ici, les Seigneurs de la Fosse continueront à prospérer.
$LINE_COLISEUM_2_INTRO_50_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_50_TEXT	Les monstruosités de la peste sont précieuses pour celui qui sait en faire usage, n'est-ce pas ?
$LINE_COLISEUM_2_INTRO_60_CHAR	HOMME EN ROUGE
$LINE_COLISEUM_2_INTRO_60_TEXT	Assez discuté. Où est cette fille ?
$LINE_COLISEUM_2_INTRO_70_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_70_TEXT	Là-bas. Je pense que ses capacités vont vous intéresser...
$LINE_COLISEUM_2_INTRO_80_CHAR	HOMME EN ROUGE
$LINE_COLISEUM_2_INTRO_80_TEXT	Nous verrons cela.
$LINE_COLISEUM_2_INTRO_90_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_90_TEXT	Elle entre en trance, et ses compagnons semblent disparaître dans le néant.
$LINE_COLISEUM_2_INTRO_100_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_100_TEXT	Tout autour d'eux, les Revenants s'écroulent par douzaines, comme terrassés par des coups invisibles.
$LINE_COLISEUM_2_INTRO_110_CHAR	HOMME EN ROUGE
$LINE_COLISEUM_2_INTRO_110_TEXT	Montrez-moi cela.
$LINE_COLISEUM_2_INTRO_120_CHAR	OZIMAL
$LINE_COLISEUM_2_INTRO_120_TEXT	Gardes ! Libérez les Revenants !
$SCENE_COLISEUM_2_OUTRO_TITLE	Une évasion audacieuse
$LINE_COLISEUM_2_OUTRO_00_CHAR	HOMME EN ROUGE
$LINE_COLISEUM_2_OUTRO_00_TEXT	Incroyable... Elle les voit tels qu'ils sont réellement.
$LINE_COLISEUM_2_OUTRO_10_CHAR	HOMME EN ROUGE
$LINE_COLISEUM_2_OUTRO_10_TEXT	Elle les combat dans leur propre monde.
$LINE_COLISEUM_2_OUTRO_20_CHAR	OZIMAL
$LINE_COLISEUM_2_OUTRO_20_TEXT	Alors ? Vous êtes intéressé ?
$LINE_COLISEUM_2_OUTRO_30_CHAR	HOMME EN ROUGE
$LINE_COLISEUM_2_OUTRO_30_TEXT	*Considérez le paiement doublé.$NJ'ai rarement l'occasion de rencontrer mon égal.
$LINE_COLISEUM_2_OUTRO_40_CHAR	HOMME EN ROUGE
$LINE_COLISEUM_2_OUTRO_40_TEXT	Que se passe-t-il ?
$LINE_COLISEUM_2_OUTRO_50_CHAR	OZIMAL
$LINE_COLISEUM_2_OUTRO_50_TEXT	Gardes !
$LINE_COLISEUM_2_OUTRO_60_CHAR	GARDE
$LINE_COLISEUM_2_OUTRO_60_TEXT	Monseigneur, le mur sud du Colisée s'est effondré !
$LINE_COLISEUM_2_OUTRO_70_CHAR	GARDE
$LINE_COLISEUM_2_OUTRO_70_TEXT	Les prisonniers se sont échappés !
$LINE_COLISEUM_2_OUTRO_80_CHAR	OZIMAL
$LINE_COLISEUM_2_OUTRO_80_TEXT	QUOI ?!
$LINE_COLISEUM_2_OUTRO_90_CHAR	OZIMAL
$LINE_COLISEUM_2_OUTRO_90_TEXT	Libérez nos Revenants ! Traquez-les !
$SCENE_RIVER_INTRO_TITLE	Par-delà la rivière
$LINE_RIVER_INTRO_00_CHAR	$MCG
$LINE_RIVER_INTRO_00_TEXT	Tout le monde par là !
$LINE_RIVER_INTRO_10_CHAR	$RAN
$LINE_RIVER_INTRO_10_TEXT	Ça ne sert à rien, ils nous rattrapent !
$LINE_RIVER_INTRO_20_CHAR	$MCG
$LINE_RIVER_INTRO_20_TEXT	Vite, de l'autre côté de la rivière ! Nous les retiendrons au niveau du gué !
$LINE_RIVER_INTRO_30_CHAR	$RAN
$LINE_RIVER_INTRO_30_TEXT	Ils sont trop nombreux !
$LINE_RIVER_INTRO_40_CHAR	$BER
$LINE_RIVER_INTRO_40_TEXT	Il n'y a qu'une seule chose à faire...
$LINE_RIVER_INTRO_50_CHAR	$BER
$LINE_RIVER_INTRO_50_TEXT	C'est l'heure de la Rage Suicidaire de Ouf !
$LINE_RIVER_INTRO_60_CHAR	$MCG
$LINE_RIVER_INTRO_60_TEXT	Je crois que vous êtes sur le bon chemin...
$LINE_RIVER_INTRO_70_CHAR	$BER
$LINE_RIVER_INTRO_70_TEXT	Comme si vous vouliez massacrer tout ce qui bouge, puis danser sous une pluie de tripes comme s'il s'agissait de confettis mouillés au cours de la meilleure fête d'anniversaire de tous les temps ?
$SCENE_RIVER_OUTRO_TITLE	En cavale
$NARR_RIVER_OUTRO_00_TEXT	ACTE II
$NARR_RIVER_OUTRO_00_SUB_TEXT	*Je crache dans les yeux du traître, l'assassin de l'honneur!$NPuisse-t-il se noyer dans son propre sang.$NPuisse sa carcasse pourrir dans la terre.$NPuisse le froid éternel prendre ses os.
$NARR_RIVER_OUTRO_00_SUB_SUB_TEXT	*$N$N$N$N$N-extrait du Serment d'Office de Quaid
$LINE_RIVER_OUTRO_00_CHAR	$BER
$LINE_RIVER_OUTRO_00_TEXT	Prêts pour le deuxième round ?
$LINE_RIVER_OUTRO_10_CHAR	$BER
$LINE_RIVER_OUTRO_10_TEXT	Je vais vous défoncer vos sales faces et me servir de vos crânes comme POTS DE FLEURS !
$LINE_RIVER_OUTRO_20_CHAR	$MCG
$LINE_RIVER_OUTRO_20_TEXT	*$BER, ils sont tous morts... En plus, toutes vos plantes sentiraient la charogne.
$LINE_RIVER_OUTRO_30_CHAR	$BER
$LINE_RIVER_OUTRO_30_TEXT	Oh.
$LINE_RIVER_OUTRO_40_CHAR	$BER
$LINE_RIVER_OUTRO_40_TEXT	Bon alors, c'est quoi le plan maintenant ?
$LINE_RIVER_OUTRO_50_CHAR	$MCG
$LINE_RIVER_OUTRO_50_TEXT	Eh bien, ce mystérieux vieillard m'a demandé de le retrouver au <LQ>Monastère<RQ>...
$LINE_RIVER_OUTRO_60_CHAR	$BER
$LINE_RIVER_OUTRO_60_TEXT	Ah, il devait parler de la Maison du Chapitre Selini, au nord de la Fosse.
$LINE_RIVER_OUTRO_70_CHAR	$MCG
$LINE_RIVER_OUTRO_70_TEXT	Il y a des Moines du Temple d'Ash dans cette... colonie de pestiférés ?
$LINE_RIVER_OUTRO_80_CHAR	$BER
$LINE_RIVER_OUTRO_80_TEXT	Quel meilleur endroit pour monter un hôpital ? Venez, je vais vous montrer le chemin.
